taxa	name	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
MMS_B.017.2k	MMS_B.017.2k	k__Bacteria (UID203)	5449	104	58	22.81	0.0	0.0	2352496	0	520	520	4798	4798	4524	4524	63162	63162		2.65			2707	83	21	0	0	0	0	7	0	UID3431	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales_2;f__Hyphomonadaceae	o__Rhodobacterales;g__Hyphomonas;s__Hyphomonas_neptunium		2.352496	2707			2.0	60.932466924399996	0.997816331724	3.491393	0.213628	3418.5	158.5
MMS_B.018.2k	MMS_B.018.2k	c__Alphaproteobacteria (UID3305)	564	349	230	86.9	98.44	0.42	13110896	0	2693	2693	5519	5519	4868	4868	109625	109625		5.0			14684	59	104	106	47	27	6	18	7	UID3753	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Micavibrio;s__Micavibrio_aeruginosavorus		13.110895999999999	14684			64.0	60.2867389231	8.47140295649	4.14338214062	1.19325237827	3932.765625	1131.26850458
MMS_B.019.2k	MMS_B.019.2k	o__Sphingomonadales (UID3310)	26	569	293	92.68	90.2	1.45	6504485	0	439	439	32548	32548	14816	14816	181560	181560		3.87			6423	50	211	178	94	32	4	27	8	UID3329	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae_3;g__Sphingobium	f__Sphingomonadaceae;s__		6.504485	6423			4.0	64.3448905998	0.904918955635	4.323554	0.231431337501	4197.5	173.649791247
MMS_B.020.2k	MMS_B.020.2k	o__Sphingomonadales (UID3310)	26	569	293	69.54	26.08	10.71	3654242	0	517	517	9649	9649	7068	7068	172027	172027		2.19			3887	171	267	114	16	1	0	22	3	UID3317	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis_alaskensis		3.654242	3887			13.0	64.07832294859999	1.61581209669	3.5868402307699996	0.6707085566800001	3434.0	514.042949418
MMS_B.021.2k	MMS_B.021.2k	k__Bacteria (UID203)	5449	104	58	49.76	5.49	0.0	12351482	0	3173	3173	3846	3846	3892	3892	209965	209965		8.48			20166	63	35	6	0	0	0	10	1	UID1	k__Bacteria (root)	k__Bacteria		12.351482	20166			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
MMS_B.022.2k	MMS_B.022.2k	k__Bacteria (UID203)	5449	104	58	33.45	0.0	0.0	2135750	0	660	660	3165	3165	3235	3235	42810	42810		5.44			2649	81	23	0	0	0	0	4	0	UID4487	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas	s__		2.13575	2649			2.0	43.5165823481	0.922514183256	4.781572	0.318772	4423.0	186.0
MMS_B.023.2k	MMS_B.023.2k	f__Rhodobacteraceae (UID3356)	67	617	330	51.65	22.85	4.32	5685450	0	1443	1443	4025	4025	3940	3940	46755	46755		11.45			6413	297	227	73	18	2	0	15	5	UID3415	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	g__Loktanella;s__Loktanella_vestfoldensis		5.68545	6413			8.0	63.409780845200004	5.28889995435	3.69306775	0.5008071591659999	3686.25	506.296047289
Modern_marine.001.2k	Modern_marine.001.2k	k__Bacteria (UID1452)	924	151	101	60.4	0.0	0.0	914794	0	211	211	4841	4841	4335	4335	17507	17507		5.59			937	47	104	0	0	0	0	40	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.914794	937			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
Modern_marine.002.2k	Modern_marine.002.2k	k__Bacteria (UID2329)	174	149	89	63.41	2.81	0.0	779191	0	156	156	6017	6017	4994	4994	17189	17189		2.91			808	47	99	3	0	0	0	30	1	UID2329	k__Bacteria	p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales		0.779191	808			174.0	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
Modern_marine.003.2k	Modern_marine.003.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	1823349	0	461	461	3972	3972	3955	3955	56558	56558		6.81			2918	56	0	0	0	0	0	0	0			unresolved		1.823349	2918									
Modern_marine.004.2k	Modern_marine.004.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	2223430	0	481	481	5242	5242	4622	4622	44637	44637		6.86			3632	56	0	0	0	0	0	0	0			unresolved		2.22343	3632									
Modern_marine.005.2k	Modern_marine.005.2k	k__Bacteria (UID2565)	2921	152	93	87.63	7.36	50.0	1976630	0	362	362	6786	6786	5460	5460	46838	46838		2.79			2125	13	129	10	0	0	0	38	2	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.9766299999999999	2125			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
Modern_marine.006.2k	Modern_marine.006.2k	k__Bacteria (UID203)	5449	104	58	2.35	0.0	0.0	6343363	0	1627	1627	3928	3928	3898	3898	43434	43434		2.84			10420	99	5	0	0	0	0	3	0	UID1	k__Bacteria (root)	k__Bacteria		6.343363	10420			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.007.2k	Modern_marine.007.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	975957	0	104	104	185541	185541	9384	9384	345641	345641		4.92			1313	56	0	0	0	0	0	0	0			unresolved		0.975957	1313									
Modern_marine.008.2k	Modern_marine.008.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	4207853	0	1102	1102	3888	3888	3818	3818	31481	31481		5.3			6703	56	0	0	0	0	0	0	0			unresolved		4.207853	6703									
Modern_marine.009.2k	Modern_marine.009.2k	k__Bacteria (UID203)	5449	104	58	13.32	0.0	0.0	3165298	0	758	758	4311	4311	4175	4175	79921	79921		2.49			5231	87	17	0	0	0	0	7	0	UID2367	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma	unresolved		3.165298	5231			6.0	29.5987556843	1.46971709917	1.44827616667	0.187749372964	1388.16666667	177.095470172
Modern_marine.010.2k	Modern_marine.010.2k	k__Bacteria (UID2565)	2921	152	93	86.04	5.38	16.67	2387592	0	341	341	9261	9261	7001	7001	40739	40739		2.92			2330	18	128	6	0	0	0	41	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		2.3875919999999997	2330			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
Modern_marine.011.2k	Modern_marine.011.2k	k__Bacteria (UID203)	5449	104	58	85.36	49.53	0.0	2215831	0	473	473	5402	5402	4684	4684	33195	33195		2.48			2515	12	46	41	5	0	0	21	17	UID2307	k__Bacteria	p__Chloroflexi		2.215831	2515			23.0	55.9597818041	5.95590811758	3.9070339565199994	1.7333307660799997	3352.7826087	1254.52443636
Modern_marine.012.2k	Modern_marine.012.2k	k__Bacteria (UID1452)	924	151	101	58.22	3.87	10.0	786830	0	174	174	5183	5183	4522	4522	16106	16106		3.22			864	47	94	10	0	0	0	34	5	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.78683	864			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
Modern_marine.013.2k	Modern_marine.013.2k	k__Bacteria (UID2565)	2921	152	93	95.7	1.17	50.0	1768297	0	151	151	21585	21585	11710	11710	171853	171853		4.05			1652	4	146	2	0	0	0	41	1	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.768297	1652			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
Modern_marine.014.2k	Modern_marine.014.2k	k__Bacteria (UID203)	5449	104	58	16.14	0.0	0.0	7057740	0	1757	1757	4066	4066	4016	4016	75505	75505		3.3			10765	91	13	0	0	0	0	4	0	UID1	k__Bacteria (root)	k__Bacteria		7.057739999999999	10765			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.015.2k	Modern_marine.015.2k	k__Bacteria (UID2570)	433	270	179	97.77	5.98	0.0	5009028	0	254	254	32407	32407	19720	19720	114627	114627		2.34			4216	4	254	12	0	0	0	41	1	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus		5.009028	4216			2.0	37.6306212631	3.6974969669699997	3.4797055	0.1792915	3072.5	170.5
Modern_marine.016.2k	Modern_marine.016.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	5375618	0	1443	1443	3813	3813	3725	3725	31817	31817		4.07			9156	56	0	0	0	0	0	0	0			unresolved		5.375618	9156									
Modern_marine.017.2k	Modern_marine.017.2k	k__Bacteria (UID203)	5449	104	58	1.72	0.0	0.0	179425	0	58	58	3171	3171	3093	3093	7179	7179		7.06			204	102	2	0	0	0	0	3	0	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca		0.179425	204			437.0	42.2586454603	6.79030286123	4.14570185126	1.5136205274399999	3610.01372998	1216.80246458
Modern_marine.018.2k	Modern_marine.018.2k	k__Bacteria (UID203)	5449	103	57	26.32	3.51	0.0	871907	0	315	315	2672	2672	2767	2767	6517	6517		2.97			1057	87	14	2	0	0	0	4	0	UID3269	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved		0.871907	1057			3.0	62.2916288912	2.4963286207700004	3.6058723333300002	0.216773922862	3367.33333333	153.784119972
Modern_marine.019.2k	Modern_marine.019.2k	k__Archaea (UID2)	207	149	107	66.98	8.52	5.0	1272012	0	221	221	6815	6815	5755	5755	38355	38355		2.01			1610	40	86	16	6	1	0	28	10	UID1	k__Archaea (root)	k__Archaea		1.2720120000000001	1610			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.020.2k	Modern_marine.020.2k	k__Bacteria (UID2495)	2993	143	89	90.81	4.87	40.0	1638973	0	280	280	7388	7388	5853	5853	36809	36809		2.65			1740	11	127	5	0	0	0	38	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		1.638973	1740			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
Modern_marine.021.2k	Modern_marine.021.2k	k__Bacteria (UID2565)	2921	152	93	93.13	2.15	0.0	2116426	0	119	119	234435	234435	17785	17785	593440	593440		5.48			2201	8	142	2	0	0	0	43	0	UID2982	k__Bacteria	unresolved		2.1164259999999997	2201			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
Modern_marine.022.2k	Modern_marine.022.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	337954	0	33	33	20812	20812	10241	10241	34468	34468		4.37			397	56	0	0	0	0	0	0	0			unresolved		0.337954	397									
Modern_marine.023.2k	Modern_marine.023.2k	k__Bacteria (UID2329)	174	149	89	44.43	3.75	0.0	982884	0	301	301	3153	3153	3265	3265	26454	26454		2.31			1181	76	67	6	0	0	0	23	3	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes		0.982884	1181			174.0	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
Modern_marine.024.2k	Modern_marine.024.2k	k__Bacteria (UID2495)	2993	143	89	13.53	0.0	0.0	497247	0	169	169	2786	2786	2942	2942	12295	12295		2.34			724	107	36	0	0	0	0	22	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		0.49724700000000005	724			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
Modern_marine.025.2k	Modern_marine.025.2k	k__Archaea (UID2)	207	149	107	6.97	7.12	0.0	5365446	0	1310	1310	4343	4343	4095	4095	42222	42222		2.53			9332	136	4	2	3	1	3	3	5	UID49	k__Archaea;p__Euryarchaeota	unresolved		5.3654459999999995	9332			95.0	57.5240841896	8.69503597422	3.42148888421	0.8882548425740001	3452.50526316	822.380624819
Modern_marine.026.2k	Modern_marine.026.2k	c__Deltaproteobacteria (UID3216)	83	247	155	29.94	3.76	0.0	1354675	0	444	444	2963	2963	3051	3051	24500	24500		4.16			1663	165	70	12	0	0	0	11	5	UID3219	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	unresolved		1.354675	1663			15.0	51.015574710600006	6.532417187209999	4.96796686667	0.93795073881	4432.0	724.7463004389999
Modern_marine.027.2k	Modern_marine.027.2k	k__Bacteria (UID2495)	2993	147	91	94.51	4.4	0.0	3817608	0	401	401	14484	14484	9520	9520	76757	76757		3.16			3501	5	137	5	0	0	0	42	0	UID2569	k__Bacteria	p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Caldithrix;g__Caldithrix;s__Caldithrix_abyssi		3.8176080000000003	3501			434.0	42.2046735765	6.722022180040001	4.14964352535	1.51584708863	3614.12903226	1217.82754635
Modern_marine.028.2k	Modern_marine.028.2k	k__Bacteria (UID1452)	924	151	101	77.23	4.07	60.0	1413631	0	142	142	18752	18752	9955	9955	78668	78668		4.0			1519	25	121	5	0	0	0	39	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		1.4136309999999999	1519			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
Modern_marine.029.2k	Modern_marine.029.2k	k__Bacteria (UID1452)	924	161	108	81.94	1.85	50.0	1390898	0	111	111	24476	24476	12530	12530	86296	86296		3.15			1285	20	139	2	0	0	0	41	0	UID2307	k__Bacteria	unresolved		1.390898	1285			23.0	55.9597818041	5.95590811758	3.9070339565199994	1.7333307660799997	3352.7826087	1254.52443636
Modern_marine.030.2k	Modern_marine.030.2k	k__Bacteria (UID203)	5449	100	55	72.91	25.43	0.0	725617	0	191	191	3726	3726	3799	3799	17739	17739		1.98			911	18	39	33	8	2	0	8	28	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		0.725617	911			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
Modern_marine.031.2k	Modern_marine.031.2k	k__Bacteria (UID1452)	924	151	101	58.71	11.94	0.0	7138361	0	1617	1617	4561	4561	4414	4414	238939	238939		2.59			11389	47	95	6	1	1	1	36	3	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		7.138361	11389			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
Modern_marine.032.2k	Modern_marine.032.2k	k__Archaea (UID2)	207	149	107	83.64	0.93	0.0	1774238	0	216	216	11913	11913	8214	8214	50412	50412		5.54			1877	20	128	1	0	0	0	40	0	UID1	k__Archaea (root)	k__Archaea		1.7742380000000002	1877			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.033.2k	Modern_marine.033.2k	k__Bacteria (UID2495)	2993	143	89	30.64	1.46	0.0	1643979	0	474	474	3314	3314	3468	3468	24646	24646		2.1			2643	92	46	5	0	0	0	19	2	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		1.643979	2643			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
Modern_marine.034.2k	Modern_marine.034.2k	k__Archaea (UID2)	207	149	107	71.11	33.05	0.0	1649521	0	284	284	8898	8898	5808	5808	31949	31949		1.95			1980	37	64	42	6	0	0	23	18	UID1	k__Archaea (root)	k__Archaea		1.649521	1980			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.035.2k	Modern_marine.035.2k	k__Bacteria (UID2495)	2993	143	89	88.76	1.43	0.0	3533984	0	537	537	8153	8153	6580	6580	55768	55768		2.34			2895	10	129	4	0	0	0	41	2	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		3.533984	2895			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
Modern_marine.036.2k	Modern_marine.036.2k	k__Bacteria (UID203)	5449	104	58	12.15	1.72	0.0	271450	0	88	88	3076	3076	3084	3084	7166	7166		1.74			356	91	12	1	0	0	0	8	0	UID2981	k__Bacteria	p__Cloacimonetes;c__Candidatus_Cloacamonas;o__Candidatus_Cloacamonas;f__Candidatus_Cloacamonas;g__Candidatus_Cloacamonas;s__Candidatus_Cloacamonas_acidaminovorans		0.27145	356			2.0	42.962686276099994	5.0891583566000005	3.0447275	0.7979075	2528.5	659.5
Modern_marine.037.2k	Modern_marine.037.2k	k__Archaea (UID2)	207	149	107	57.58	1.87	0.0	9325550	0	2431	2431	3808	3808	3836	3836	56504	56504		2.57			15052	62	85	2	0	0	0	27	0	UID1	k__Archaea (root)	k__Archaea		9.32555	15052			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.038.2k	Modern_marine.038.2k	k__Archaea (UID2)	207	149	107	46.65	25.93	1.61	395081	0	84	84	5936	5936	4703	4703	15361	15361		1.63			587	77	42	23	1	6	0	10	19	UID1	k__Archaea (root)	k__Archaea		0.395081	587			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.039.2k	Modern_marine.039.2k	p__Euryarchaeota (UID3)	148	188	125	87.31	4.8	66.67	1509181	0	352	352	4608	4608	4287	4287	18014	18014		1.53			1735	26	156	6	0	0	0	34	1	UID139	k__Archaea;p__Euryarchaeota	unresolved		1.5091809999999999	1735			8.0	45.0895297478	8.85698238334	1.695781125	0.37097524910199997	1747.25	351.88980874699996
Modern_marine.040.2k	Modern_marine.040.2k	k__Bacteria (UID2565)	2921	152	93	89.43	9.34	0.0	3288265	0	323	323	19130	19130	10180	10180	94553	94553		2.48			3069	11	121	18	2	0	0	33	9	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		3.288265	3069			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
Modern_marine.041.2k	Modern_marine.041.2k	k__Bacteria (UID1453)	901	171	117	84.62	2.56	0.0	1932920	0	55	55	119133	119133	35144	35144	301630	301630		2.93			1764	23	144	4	0	0	0	40	2	UID2142	k__Bacteria	p__Cyanobacteria		1.93292	1764			169.0	50.1629813722	12.0228236511	4.391494917159999	1.9983819945400003	4148.5443787	1625.20651017
Modern_marine.042.2k	Modern_marine.042.2k	k__Archaea (UID2)	207	149	107	83.18	24.14	0.0	1846846	0	237	237	12650	12650	7792	7792	50562	50562		1.88			2157	18	94	36	1	0	0	27	15	UID1	k__Archaea (root)	k__Archaea		1.846846	2157			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.043.2k	Modern_marine.043.2k	k__Bacteria (UID2495)	2993	147	91	45.67	17.4	0.0	10154505	0	2472	2472	4210	4210	4107	4107	105040	105040		2.55			17099	63	75	4	2	1	2	30	3	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca		10.154505	17099			437.0	42.2586454603	6.79030286123	4.14570185126	1.5136205274399999	3610.01372998	1216.80246458
Modern_marine.044.2k	Modern_marine.044.2k	k__Bacteria (UID1452)	924	151	101	77.23	6.2	46.15	1535679	0	194	194	15997	15997	7915	7915	59687	59687		1.89			1519	25	113	13	0	0	0	32	8	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		1.535679	1519			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
Modern_marine.045.2k	Modern_marine.045.2k	k__Bacteria (UID209)	5443	105	59	50.67	9.11	8.33	496975	0	154	154	3170	3170	3227	3227	11305	11305		4.3			678	46	47	12	0	0	0	21	4	UID223	k__Bacteria	p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae		0.496975	678			5429.0	49.3028086303	13.0497836745	3.8116536408199995	1.8262100867500002	3598.01565666	1663.23352454
Modern_marine.046.2k	Modern_marine.046.2k	k__Archaea (UID2)	207	145	103	93.45	53.71	0.94	3433750	0	393	393	16631	16631	8737	8737	57672	57672		2.0			3465	8	68	55	11	3	0	4	38	UID199	k__Archaea	p__Thaumarchaeota;c__Nitrosopumilales;o__Nitrosopumilales;f__Nitrosopumilaceae		3.43375	3465			5.0	44.842048227700005	9.77433913171	1.9625428	0.462963973951	2257.6	678.0137461730001
Modern_marine.047.2k	Modern_marine.047.2k	k__Bacteria (UID2565)	2921	152	93	40.81	8.89	4.76	1450138	0	421	421	3261	3261	3444	3444	26078	26078		4.85			1855	87	50	12	3	0	0	19	5	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.450138	1855			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
Modern_marine.048.2k	Modern_marine.048.2k	c__Deltaproteobacteria (UID3216)	83	247	155	39.23	0.65	0.0	928092	0	332	332	2746	2746	2795	2795	7786	7786		3.82			1104	142	104	1	0	0	0	27	0	UID3219	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	unresolved		0.928092	1104			15.0	51.015574710600006	6.532417187209999	4.96796686667	0.93795073881	4432.0	724.7463004389999
Modern_marine.049.2k	Modern_marine.049.2k	k__Archaea (UID2)	207	149	107	68.0	69.16	0.0	1524748	0	447	447	3250	3250	3411	3411	27407	27407		1.81			2085	42	39	34	22	7	5	6	34	UID140	k__Archaea;p__Euryarchaeota	c__;o__;f__;g__;s__		1.524748	2085			2.0	59.3909274412	1.0879307366700002	2.040669	0.5795640000000001	2125.5	543.5
Modern_marine.050.2k	Modern_marine.050.2k	k__Archaea (UID2)	207	149	107	60.98	10.51	0.0	595766	0	140	140	4904	4904	4255	4255	17836	17836		2.05			806	48	84	17	0	0	0	32	5	UID1	k__Archaea (root)	k__Archaea		0.595766	806			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
Modern_marine.051.2k	Modern_marine.051.2k	k__Bacteria (UID203)	5449	104	58	76.85	44.59	8.0	1017183	0	290	290	3528	3528	3507	3507	13709	13709		3.57			1218	16	39	39	8	2	0	16	22	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea		1.017183	1218			23.0	55.9597818041	5.95590811758	3.9070339565199994	1.7333307660799997	3352.7826087	1254.52443636
Modern_marine.052.2k	Modern_marine.052.2k	k__Bacteria (UID1452)	924	160	109	40.22	9.94	0.0	761227	0	247	247	2957	2957	3081	3081	15716	15716		1.86			854	94	54	10	2	0	0	16	3	UID2309	k__Bacteria;p__Chloroflexi	unresolved		0.7612270000000001	854			14.0	58.5159979235	4.80948739763	4.70641157143	1.0439035214	3933.14285714	717.1834649860001
Modern_marine.053.2k	Modern_marine.053.2k	k__Bacteria (UID2565)	2921	152	93	67.28	32.12	0.0	1954422	0	698	698	2780	2780	2800	2800	10743	10743		2.58			2115	45	70	33	3	0	1	28	6	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.954422	2115			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
Modern_marine.054.2k	Modern_marine.054.2k	k__Bacteria (UID2565)	2921	152	93	86.77	9.53	0.0	1658091	0	353	353	5717	5717	4697	4697	21231	21231		1.68			1763	25	112	15	0	0	0	30	4	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.658091	1763			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
